team,opponent,player_name,position,position_id,line,line_id,jersey_number,injury_status,game_time_decision,scrape_date,team_slug,player_id
tampa-bay-lightning,montreal-canadiens,Andrei Vasilevskiy,Backup Goalie,g2,Goalies,g,88.0,,False,2025-12-28,,
toronto-maple-leafs,detroit-red-wings,Dennis Hildeby,Starting Goalie,g1,Goalies,g,,,False,2025-12-28,,
toronto-maple-leafs,detroit-red-wings,Joseph Woll,Backup Goalie,g2,Goalies,g,60.0,,False,2025-12-28,,
anaheim-ducks,san-jose-sharks,Lukas Dostal,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-29,,
anaheim-ducks,san-jose-sharks,Petr Mrazek,Backup Goalie,g2,Goalies,g,34.0,,False,2025-12-29,,
boston-bruins,calgary-flames,Jeremy Swayman,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-29,,
boston-bruins,calgary-flames,Joonas Korpisalo,Backup Goalie,g2,Goalies,g,70.0,,False,2025-12-29,,
buffalo-sabres,st-louis-blues,Alex Lyon,Starting Goalie,g1,Goalies,g,34.0,,False,2025-12-29,,
buffalo-sabres,st-louis-blues,Ukko-Pekka Luukkonen,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-29,,
calgary-flames,boston-bruins,Dustin Wolf,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-29,,
calgary-flames,boston-bruins,Devin Cooley,Backup Goalie,g2,Goalies,g,,,False,2025-12-29,,
carolina-hurricanes,new-york-rangers,Brandon Bussi,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-29,,
carolina-hurricanes,new-york-rangers,Pyotr Kochetkov,Backup Goalie,g2,Goalies,g,52.0,,False,2025-12-29,,
colorado-avalanche,los-angeles-kings,Mackenzie Blackwood,Starting Goalie,g1,Goalies,g,39.0,,False,2025-12-29,,
colorado-avalanche,los-angeles-kings,Scott Wedgewood,Backup Goalie,g2,Goalies,g,41.0,,False,2025-12-29,,
columbus-blue-jackets,ottawa-senators,Elvis Merzlikins,Starting Goalie,g1,Goalies,g,90.0,,False,2025-12-29,,
columbus-blue-jackets,ottawa-senators,Jet Greaves,Backup Goalie,g2,Goalies,g,,,False,2025-12-29,,
edmonton-oilers,winnipeg-jets,Connor Ingram,Starting Goalie,g1,Goalies,g,39.0,,False,2025-12-29,,
edmonton-oilers,winnipeg-jets,Calvin Pickard,Backup Goalie,g2,Goalies,g,30.0,,False,2025-12-29,,
florida-panthers,washington-capitals,Sergei Bobrovsky,Starting Goalie,g1,Goalies,g,72.0,,False,2025-12-29,,
florida-panthers,washington-capitals,Daniil Tarasov,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-29,,
los-angeles-kings,colorado-avalanche,Anton Forsberg,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-29,,
los-angeles-kings,colorado-avalanche,Pheonix Copley,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-29,,
minnesota-wild,vegas-golden-knights,Filip Gustavsson,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-29,,
minnesota-wild,vegas-golden-knights,Jesper Wallstedt,Backup Goalie,g2,Goalies,g,,,False,2025-12-29,,
nashville-predators,utah-hockey-club,Juuse Saros,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-29,,
nashville-predators,utah-hockey-club,Justus Annunen,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-29,,
new-york-rangers,carolina-hurricanes,Igor Shesterkin,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-29,,
new-york-rangers,carolina-hurricanes,Jonathan Quick,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-29,,
ottawa-senators,columbus-blue-jackets,Leevi Merilainen,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-29,,
san-jose-sharks,anaheim-ducks,Yaroslav Askarov,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-29,,
san-jose-sharks,anaheim-ducks,Alex Nedeljkovic,Backup Goalie,g2,Goalies,g,33.0,,False,2025-12-29,,
seattle-kraken,vancouver-canucks,Joey Daccord,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-29,,
seattle-kraken,vancouver-canucks,Philipp Grubauer,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-29,,
st-louis-blues,buffalo-sabres,Joel Hofer,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-29,,
st-louis-blues,buffalo-sabres,Jordan Binnington,Backup Goalie,g2,Goalies,g,50.0,,False,2025-12-29,,
utah-hockey-club,nashville-predators,Karel Vejmelka,Starting Goalie,g1,Goalies,g,70.0,,True,2025-12-29,,
utah-hockey-club,nashville-predators,Vitek Vanecek,Backup Goalie,g2,Goalies,g,41.0,,False,2025-12-29,,
vancouver-canucks,seattle-kraken,Thatcher Demko,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-29,,
vancouver-canucks,seattle-kraken,Kevin Lankinen,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-29,,
vegas-golden-knights,minnesota-wild,Carter Hart,Starting Goalie,g1,Goalies,g,79.0,,False,2025-12-29,,
vegas-golden-knights,minnesota-wild,Akira Schmid,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-29,,
washington-capitals,florida-panthers,Logan Thompson,Starting Goalie,g1,Goalies,g,48.0,,False,2025-12-29,,
washington-capitals,florida-panthers,Charlie Lindgren,Backup Goalie,g2,Goalies,g,79.0,,False,2025-12-29,,
winnipeg-jets,edmonton-oilers,Connor Hellebuyck,Starting Goalie,g1,Goalies,g,37.0,,False,2025-12-29,,
winnipeg-jets,edmonton-oilers,Eric Comrie,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-29,,
carolina-hurricanes,pittsburgh-penguins,Frederik Andersen,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-30,,
carolina-hurricanes,pittsburgh-penguins,Brandon Bussi,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-30,,
chicago-blackhawks,new-york-islanders,Spencer Knight,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-30,,
chicago-blackhawks,new-york-islanders,Arvid Soderblom,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-30,,
florida-panthers,montreal-canadiens,Daniil Tarasov,Starting Goalie,g1,Goalies,g,40.0,,False,2025-12-30,,
florida-panthers,montreal-canadiens,Sergei Bobrovsky,Backup Goalie,g2,Goalies,g,72.0,,False,2025-12-30,,
montreal-canadiens,florida-panthers,Sam Montembeault,Starting Goalie,g1,Goalies,g,35.0,,False,2025-12-30,,
montreal-canadiens,florida-panthers,Jacob Fowler,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-30,,
new-jersey-devils,toronto-maple-leafs,Jacob Markstrom,Starting Goalie,g1,Goalies,g,25.0,,False,2025-12-30,,
new-jersey-devils,toronto-maple-leafs,Jake Allen,Backup Goalie,g2,Goalies,g,34.0,,False,2025-12-30,,
new-york-islanders,chicago-blackhawks,David Rittich,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-30,,
new-york-islanders,chicago-blackhawks,Marcus Hogberg,Backup Goalie,g2,Goalies,g,50.0,,False,2025-12-30,,
philadelphia-flyers,vancouver-canucks,Samuel Ersson,Starting Goalie,g1,Goalies,g,33.0,,False,2025-12-30,,
philadelphia-flyers,vancouver-canucks,Dan Vladar,Backup Goalie,g2,Goalies,g,80.0,,False,2025-12-30,,
pittsburgh-penguins,carolina-hurricanes,Stuart Skinner,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-30,,
pittsburgh-penguins,carolina-hurricanes,Arturs Silovs,Backup Goalie,g2,Goalies,g,,,False,2025-12-30,,
toronto-maple-leafs,new-jersey-devils,Joseph Woll,Starting Goalie,g1,Goalies,g,60.0,,False,2025-12-30,,
toronto-maple-leafs,new-jersey-devils,Dennis Hildeby,Backup Goalie,g2,Goalies,g,,,False,2025-12-30,,
vancouver-canucks,philadelphia-flyers,Kevin Lankinen,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-30,,
vancouver-canucks,philadelphia-flyers,Thatcher Demko,Backup Goalie,g2,Goalies,g,35.0,,False,2025-12-30,,
anaheim-ducks,tampa-bay-lightning,Lukas Dostal,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-31,,
anaheim-ducks,tampa-bay-lightning,Petr Mrazek,Backup Goalie,g2,Goalies,g,34.0,,False,2025-12-31,,
boston-bruins,edmonton-oilers,Jeremy Swayman,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-31,,
boston-bruins,edmonton-oilers,Joonas Korpisalo,Backup Goalie,g2,Goalies,g,70.0,,False,2025-12-31,,
buffalo-sabres,dallas-stars,Ukko-Pekka Luukkonen,Starting Goalie,g1,Goalies,g,1.0,,False,2025-12-31,,
buffalo-sabres,dallas-stars,Alex Lyon,Backup Goalie,g2,Goalies,g,34.0,,True,2025-12-31,,
calgary-flames,philadelphia-flyers,Dustin Wolf,Starting Goalie,g1,Goalies,g,32.0,,False,2025-12-31,,
calgary-flames,philadelphia-flyers,Devin Cooley,Backup Goalie,g2,Goalies,g,,,False,2025-12-31,,
colorado-avalanche,st-louis-blues,Scott Wedgewood,Starting Goalie,g1,Goalies,g,41.0,,False,2025-12-31,,
colorado-avalanche,st-louis-blues,Mackenzie Blackwood,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-31,,
columbus-blue-jackets,new-jersey-devils,Jet Greaves,Starting Goalie,g1,Goalies,g,,,False,2025-12-31,,
columbus-blue-jackets,new-jersey-devils,Elvis Merzlikins,Backup Goalie,g2,Goalies,g,90.0,,False,2025-12-31,,
dallas-stars,buffalo-sabres,Jake Oettinger,Starting Goalie,g1,Goalies,g,29.0,,False,2025-12-31,,
dallas-stars,buffalo-sabres,Casey DeSmith,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-31,,
detroit-red-wings,winnipeg-jets,John Gibson,Starting Goalie,g1,Goalies,g,36.0,,False,2025-12-31,,
detroit-red-wings,winnipeg-jets,Cam Talbot,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-31,,
edmonton-oilers,boston-bruins,Calvin Pickard,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-31,,
edmonton-oilers,boston-bruins,Connor Ingram,Backup Goalie,g2,Goalies,g,39.0,,False,2025-12-31,,
minnesota-wild,san-jose-sharks,Jesper Wallstedt,Starting Goalie,g1,Goalies,g,,,False,2025-12-31,,
minnesota-wild,san-jose-sharks,Filip Gustavsson,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-31,,
nashville-predators,vegas-golden-knights,Juuse Saros,Starting Goalie,g1,Goalies,g,74.0,,False,2025-12-31,,
nashville-predators,vegas-golden-knights,Justus Annunen,Backup Goalie,g2,Goalies,g,29.0,,False,2025-12-31,,
new-jersey-devils,columbus-blue-jackets,Jake Allen,Starting Goalie,g1,Goalies,g,34.0,,False,2025-12-31,,
new-jersey-devils,columbus-blue-jackets,Jacob Markstrom,Backup Goalie,g2,Goalies,g,25.0,,False,2025-12-31,,
new-york-rangers,washington-capitals,Igor Shesterkin,Starting Goalie,g1,Goalies,g,31.0,,False,2025-12-31,,
new-york-rangers,washington-capitals,Jonathan Quick,Backup Goalie,g2,Goalies,g,32.0,,False,2025-12-31,,
philadelphia-flyers,calgary-flames,Samuel Ersson,Starting Goalie,g1,Goalies,g,33.0,,False,2025-12-31,,
philadelphia-flyers,calgary-flames,Dan Vladar,Backup Goalie,g2,Goalies,g,80.0,,False,2025-12-31,,
san-jose-sharks,minnesota-wild,Yaroslav Askarov,Starting Goalie,g1,Goalies,g,30.0,,False,2025-12-31,,
san-jose-sharks,minnesota-wild,Alex Nedeljkovic,Backup Goalie,g2,Goalies,g,33.0,,False,2025-12-31,,
st-louis-blues,colorado-avalanche,Jordan Binnington,Starting Goalie,g1,Goalies,g,50.0,,False,2025-12-31,,
st-louis-blues,colorado-avalanche,Joel Hofer,Backup Goalie,g2,Goalies,g,30.0,,False,2025-12-31,,
tampa-bay-lightning,anaheim-ducks,Andrei Vasilevskiy,Starting Goalie,g1,Goalies,g,88.0,,False,2025-12-31,,
tampa-bay-lightning,anaheim-ducks,Jonas Johansson,Backup Goalie,g2,Goalies,g,31.0,,False,2025-12-31,,
vegas-golden-knights,nashville-predators,Carter Hart,Starting Goalie,g1,Goalies,g,79.0,,False,2025-12-31,,
vegas-golden-knights,nashville-predators,Akira Schmid,Backup Goalie,g2,Goalies,g,40.0,,False,2025-12-31,,
washington-capitals,new-york-rangers,Logan Thompson,Starting Goalie,g1,Goalies,g,48.0,,False,2025-12-31,,
washington-capitals,new-york-rangers,Charlie Lindgren,Backup Goalie,g2,Goalies,g,79.0,,False,2025-12-31,,
winnipeg-jets,detroit-red-wings,Connor Hellebuyck,Starting Goalie,g1,Goalies,g,37.0,,False,2025-12-31,,
winnipeg-jets,detroit-red-wings,Eric Comrie,Backup Goalie,g2,Goalies,g,1.0,,False,2025-12-31,,
carolina-hurricanes,montreal-canadiens,Brandon Bussi,Starting Goalie,g1,Goalies,g,32.0,,False,2026-01-01,,
carolina-hurricanes,montreal-canadiens,Frederik Andersen,Backup Goalie,g2,Goalies,g,31.0,,False,2026-01-01,,
chicago-blackhawks,dallas-stars,Spencer Knight,Starting Goalie,g1,Goalies,g,30.0,,False,2026-01-01,,
chicago-blackhawks,dallas-stars,Arvid Soderblom,Backup Goalie,g2,Goalies,g,40.0,,False,2026-01-01,,
dallas-stars,chicago-blackhawks,Jake Oettinger,Starting Goalie,g1,Goalies,g,29.0,,False,2026-01-01,,
dallas-stars,chicago-blackhawks,Casey DeSmith,Backup Goalie,g2,Goalies,g,1.0,,False,2026-01-01,,
detroit-red-wings,pittsburgh-penguins,Cam Talbot,Starting Goalie,g1,Goalies,g,39.0,,False,2026-01-01,,
detroit-red-wings,pittsburgh-penguins,John Gibson,Backup Goalie,g2,Goalies,g,36.0,,False,2026-01-01,,
los-angeles-kings,tampa-bay-lightning,Darcy Kuemper,Starting Goalie,g1,Goalies,g,35.0,,False,2026-01-01,,
los-angeles-kings,tampa-bay-lightning,Anton Forsberg,Backup Goalie,g2,Goalies,g,31.0,,False,2026-01-01,,
montreal-canadiens,carolina-hurricanes,Jakub Dobes,Starting Goalie,g1,Goalies,g,75.0,,False,2026-01-01,,
montreal-canadiens,carolina-hurricanes,Sam Montembeault,Backup Goalie,g2,Goalies,g,35.0,,False,2026-01-01,,
nashville-predators,seattle-kraken,Juuse Saros,Starting Goalie,g1,Goalies,g,74.0,,False,2026-01-01,,
nashville-predators,seattle-kraken,Justus Annunen,Backup Goalie,g2,Goalies,g,29.0,,False,2026-01-01,,
new-york-islanders,utah-hockey-club,David Rittich,Starting Goalie,g1,Goalies,g,31.0,,False,2026-01-01,,
new-york-islanders,utah-hockey-club,Marcus Hogberg,Backup Goalie,g2,Goalies,g,50.0,,False,2026-01-01,,
ottawa-senators,washington-capitals,Leevi Merilainen,Starting Goalie,g1,Goalies,g,1.0,,False,2026-01-01,,
ottawa-senators,washington-capitals,Hunter Shepard,Backup Goalie,g2,Goalies,g,,,False,2026-01-01,,
pittsburgh-penguins,detroit-red-wings,Arturs Silovs,Starting Goalie,g1,Goalies,g,,,False,2026-01-01,,
pittsburgh-penguins,detroit-red-wings,Stuart Skinner,Backup Goalie,g2,Goalies,g,74.0,,False,2026-01-01,,
seattle-kraken,nashville-predators,Joey Daccord,Starting Goalie,g1,Goalies,g,35.0,,False,2026-01-01,,
seattle-kraken,nashville-predators,Philipp Grubauer,Backup Goalie,g2,Goalies,g,31.0,,False,2026-01-01,,
tampa-bay-lightning,los-angeles-kings,Andrei Vasilevskiy,Starting Goalie,g1,Goalies,g,88.0,,False,2026-01-01,,
tampa-bay-lightning,los-angeles-kings,Jonas Johansson,Backup Goalie,g2,Goalies,g,31.0,,False,2026-01-01,,
toronto-maple-leafs,winnipeg-jets,Joseph Woll,Starting Goalie,g1,Goalies,g,60.0,,False,2026-01-01,,
toronto-maple-leafs,winnipeg-jets,Dennis Hildeby,Backup Goalie,g2,Goalies,g,,,False,2026-01-01,,
utah-hockey-club,new-york-islanders,Vitek Vanecek,Starting Goalie,g1,Goalies,g,41.0,,False,2026-01-01,,
utah-hockey-club,new-york-islanders,Matt Villalta,Backup Goalie,g2,Goalies,g,31.0,,False,2026-01-01,,
washington-capitals,ottawa-senators,Logan Thompson,Starting Goalie,g1,Goalies,g,48.0,,False,2026-01-01,,
washington-capitals,ottawa-senators,Charlie Lindgren,Backup Goalie,g2,Goalies,g,79.0,,False,2026-01-01,,
winnipeg-jets,toronto-maple-leafs,Eric Comrie,Starting Goalie,g1,Goalies,g,1.0,,False,2026-01-01,,
winnipeg-jets,toronto-maple-leafs,Connor Hellebuyck,Backup Goalie,g2,Goalies,g,37.0,,False,2026-01-01,,
