player_id,player_name,first_name,last_name,headshot_url
8482178,Ian Moore,Ian,Moore,https://assets.nhle.com/mugs/nhl/latest/8482178.png
8482201,Gage Goncalves,Gage,Goncalves,https://assets.nhle.com/mugs/nhl/latest/8482201.png
8482206,Ethan Cardwell,Ethan,Cardwell,https://assets.nhle.com/mugs/nhl/latest/8482206.png
8482209,Rory Kerins,Rory,Kerins,https://assets.nhle.com/mugs/nhl/latest/8482209.png
8482245,Artem Zub,Artem,Zub,https://assets.nhle.com/mugs/nhl/latest/8482245.png
8482259,Bobby McMann,Bobby,McMann,https://assets.nhle.com/mugs/nhl/latest/8482259.png
8482408,Jeff Malott,Jeff,Malott,https://assets.nhle.com/mugs/nhl/latest/8482408.png
8482460,Matt Rempe,Matt,Rempe,https://assets.nhle.com/mugs/nhl/latest/8482460.png
8482470,Ilya Solovyov,Ilya,Solovyov,https://assets.nhle.com/mugs/nhl/latest/8482470.png
8482475,Yegor Chinakhov,Yegor,Chinakhov,https://assets.nhle.com/mugs/nhl/latest/8482475.png
8482476,Emil Heineman,Emil,Heineman,https://assets.nhle.com/mugs/nhl/latest/8482476.png
8482482,Adam Wilsby,Adam,Wilsby,https://assets.nhle.com/mugs/nhl/latest/8482482.png
8482496,Nils Aman,Nils,Aman,https://assets.nhle.com/mugs/nhl/latest/8482496.png
8482511,Mason Lohrei,Mason,Lohrei,https://assets.nhle.com/mugs/nhl/latest/8482511.png
8482516,Matthew Kessel,Matthew,Kessel,https://assets.nhle.com/mugs/nhl/latest/8482516.png
8482623,Josh Dunne,Josh,Dunne,https://assets.nhle.com/mugs/nhl/latest/8482623.png
8482624,Daniil Miromanov,Daniil,Miromanov,https://assets.nhle.com/mugs/nhl/latest/8482624.png
8482634,Alex Steeves,Alex,Steeves,https://assets.nhle.com/mugs/nhl/latest/8482634.png
8482655,J.J. Moser,J.J.,Moser,https://assets.nhle.com/mugs/nhl/latest/8482655.png
8482659,Josh Doan,Josh,Doan,https://assets.nhle.com/mugs/nhl/latest/8482659.png
8482660,Kent Johnson,Kent,Johnson,https://assets.nhle.com/mugs/nhl/latest/8482660.png
8482665,Matty Beniers,Matty,Beniers,https://assets.nhle.com/mugs/nhl/latest/8482665.png
8482666,Scott Morrow,Scott,Morrow,https://assets.nhle.com/mugs/nhl/latest/8482666.png
8482667,William Eklund,William,Eklund,https://assets.nhle.com/mugs/nhl/latest/8482667.png
8482671,Owen Power,Owen,Power,https://assets.nhle.com/mugs/nhl/latest/8482671.png
8482679,Matt Coronato,Matt,Coronato,https://assets.nhle.com/mugs/nhl/latest/8482679.png
8482684,Luke Hughes,Luke,Hughes,https://assets.nhle.com/mugs/nhl/latest/8482684.png
8482691,Aatu Raty,Aatu,Raty,https://assets.nhle.com/mugs/nhl/latest/8482691.png
